person,2020,2021,2022,2023
111,3258,0,1773,7951
112,18849,19240,20738,20738
117,9243,4940,1887,6007
118,9248,4969,1904,6028
119,3258,0,1773,7951
123,57136,47593,50221,56016
146,5144,5941,3107,3012
147,57639,49972,53461,59134
151,50774,49890,51872,54592
164,5556,5022,6381,8439
166,20467,22208,35901,44225
210,21958,22147,36167,45785
213,17121,17269,25177,30183
222,23235,22351,24322,27032
235,51384,50500,52482,55202
236,50774,49890,51872,54592
243,72531,65981,68932,75802
244,60627,55441,54369,61209
245,12570,8449,6814,10218
246,52355,51476,53507,56314
247,22677,22291,31557,38622
248,20176,14506,15425,19488
249,60115,52316,55132,60832
250,13777,8855,6341,10731
253,20467,22208,35901,44225
262,6017,8015,4716,6213
1,6786,5370,4152,10108
10,1952,6023,10954,15015
16,6023,10954,15015,10422
17,6023,10954,15015,10422
20,3043,8782,13250,8922
23,7144,6525,6681,429
32,21794,21289,25352,17728
35,24579,27274,30494,34457
39,11240,12052,13951,11360
41,22472,24684,26994,29452
58,2755,3808,5231,5956
63,3677,4775,6450,7342
64,3702,4831,6536,7490
68,6023,10954,15015,10422
80,7252,5802,4643,10622
81,8112,8559,9148,12001
82,6887,8100,10205,11621
100,9170,7905,7550,8590
101,24579,27274,30494,34457
130,2755,3808,5231,5956
131,2755,3808,5231,5956
132,2757,3810,5232,5957
135,2755,3808,5231,5956
136,2755,3808,5231,5956
137,2757,3810,5232,5957
147,4989,5044,5217,7698
151,24579,27274,30494,34457
161,3589,4789,6513,7626
162,2669,3774,5212,6066
165,3512,4559,6142,7099
166,18128,20151,24156,22981
201,3649,4774,6449,7339
210,21794,21289,25167,17553
213,11240,12052,13951,11360
222,19932,22627,25848,29812
235,24579,27274,30494,34457
236,24579,27274,30494,34457
243,29150,31322,34105,39018
244,24579,27274,30494,34457
246,24584,27280,30502,34467
247,14615,15592,18014,15882
249,6678,6638,7111,9566
251,3625,4602,6162,6923
253,18128,20151,24156,22981
261,5222,3924,2768,4049
262,18616,21223,23927,25437
3,10585,10585,18129,18129
7,111403,139933,209862,235440
10,179633,184359,297678,247331
11,13954,14519,14895,15658
15,24597,24597,26304,26304
16,184435,297782,247437,235068
20,36890,37476,33000,35301
32,337075,375625,319517,296233
33,24597,24597,26304,26304
35,119595,130364,147591,155599
36,0,0,9233,0
38,5567,6242,7375,7885
58,16872,20319,23044,17784
68,184359,297678,247331,234936
70,3394,29797,63961,74216
71,22013,367,53666,6946
73,20810,22014,21696,21647
75,9295,7790,5275,7080
77,10532,12020,12501,12194
81,59706,63755,66830,72254
84,52510,55535,0,0
88,55018,46623,44800,61903
90,118948,124445,128310,133018
101,284911,305926,378449,405282
104,114798,169730,273823,309656
105,115206,170138,275231,311544
110,0,0,9233,0
111,44831,37349,134495,82792
112,23608,24472,24697,24644
118,170876,181455,235347,254809
119,44831,37349,134495,82792
123,15945,17874,19205,23470
127,0,0,9233,0
128,0,0,0,14615
130,16872,20319,23044,17784
131,16872,20319,23044,17784
132,16900,20187,22453,16812
135,16872,20319,23044,17784
136,16872,20319,23044,17784
137,16900,20187,22453,16812
139,63930,77823,83511,71116
142,32571,10258,55308,18736
143,32571,10258,55308,18736
147,44153,45564,45632,47955
151,119595,130364,147591,155599
162,16885,20363,23050,17769
164,59137,67357,74093,67209
166,80284,95838,101101,92802
171,18428,20346,18019,13783
185,4819,7115,9223,9329
200,8682,10391,19192,27325
201,21680,25876,28356,21264
211,17517,16887,21933,22499
222,33081,36579,39480,46227
229,4692,5383,6635,6554
230,15224,17403,19136,18747
235,119595,130364,147591,155599
236,119595,130364,147591,155599
238,4780,5689,5903,4452
243,1409340,1583561,1812413,1882955
244,284911,305926,378449,405282
245,170876,181455,235347,254809
246,120058,130840,147460,154490
248,1289282,1452721,1664953,1728465
253,80284,95838,101101,92802
3,5094,5094,5094,5094
7,146586,323830,232173,163233
10,204534,132939,209578,199881
15,37539,37539,37539,37539
16,132930,209558,199909,163441
20,25115,20231,19883,26528
32,153876,329178,119056,139484
33,37539,37539,37539,37539
35,100049,109105,114459,121511
58,14890,15231,15428,14701
68,132939,209578,199881,163489
73,7544,7497,7900,7880
77,4648,5930,6956,6422
81,18826,19063,21093,22309
88,18862,19734,19640,23154
90,59592,65285,67451,71991
101,106462,115745,120850,127563
104,146586,323830,232173,163233
105,146586,323830,232173,163233
112,8617,8570,9450,9431
118,7549,7084,6625,6348
123,5693,5721,6892,7742
130,14890,15231,15428,14701
131,14890,15231,15428,14701
132,14890,15231,15428,14701
135,14890,15231,15428,14701
136,14890,15231,15428,14701
137,14890,15231,15428,14701
139,40730,45552,47811,48836
147,12060,11442,12842,12777
151,100049,109105,114459,121511
162,14863,15200,15525,14776
164,25143,31386,31825,31532
166,45556,50710,54023,55732
171,3095,12230,9271,8976
201,15074,19380,20300,18927
211,6870,10239,9326,9089
222,14890,15231,15428,14701
226,0,0,88468,69483
230,4953,6162,7449,7174
235,100049,109105,114459,121511
236,100049,109105,114459,121511
243,836195,1007233,1030314,1038548
244,106462,115745,120850,127563
245,7549,7084,6625,6348
246,100049,109105,114459,121511
248,736145,898128,915855,917037
253,45556,50710,54023,55732
258,143605,0,0,0
15,7514,7514,7514,7514
33,7514,7514,7514,7514
101,6228,4466,4133,3820
243,7908,7741,7565,7582
244,6131,4466,4133,3820
249,7041,6916,6894,6992
3,9190,9190,9190,8636
15,75309,75309,75309,125622
32,5617,8875,5149,8744
33,75309,75309,75309,125622
35,87346,90024,88435,143860
36,13599,4,0,50313
38,17933,4355,4188,37709
39,2029,2819,2350,9601
41,45887,46546,44817,35743
43,15986,5366,8108,12026
44,16121,5366,8108,12026
49,32702,16426,22164,30608
72,31837,32072,32653,23733
81,21026,7532,7736,41957
82,2490,6289,4378,7601
100,31842,32079,32659,23740
101,127613,112310,119385,168418
103,114510,110721,109986,116333
110,13599,4,0,50313
117,24281,16920,22843,12531
118,24443,16949,22843,12531
124,15155,14837,14798,7550
127,13599,4,0,50313
128,38795,19134,28048,22381
147,19354,5744,5896,39929
151,87326,90004,88414,143842
156,23544,17312,17168,3335
161,80,5024,1737,6192
166,4518,9107,6728,17202
183,0,0,17127,0
188,3201,4610,2644,6780
192,5555,1150,1862,3320
200,6729,4733,3703,1173
210,3788,8875,5149,8744
213,2029,2819,2350,9601
222,4734,7412,5813,9141
227,0,12276,0,0
235,87346,90024,88435,143860
236,87326,90004,88414,143842
243,183712,166550,167218,198869
244,111627,106944,111277,156391
245,40564,22315,30950,24557
246,102501,104860,103232,151411
247,4920,6409,4549,12943
248,81211,61689,63985,47458
249,137825,120004,122401,163126
250,48510,45264,41821,16850
253,4518,9107,6728,17202
262,13186,30121,22653,5135
7,12026,9539,5140,3900
10,28794,23732,27645,21344
15,51092,51092,51092,87895
16,23801,27712,21412,18513
32,32274,19113,16588,59352
33,51092,51092,51092,87895
35,41124,40265,46534,46914
36,4422,15000,10000,1
68,23732,27645,21344,18445
81,6150,5874,5767,5234
88,9408,5113,4094,4208
90,12336,8711,8639,9447
101,57176,51264,56534,0
102,22957,1019,4227,1290
104,12083,9552,5140,3900
105,12083,9552,5140,3900
110,4422,15000,10000,1
111,15080,0,0,0
118,16051,10999,11246,1066
119,15080,0,0,0
127,4422,15000,10000,1
139,2928,3599,4545,5239
141,23951,1503,4280,1242
151,40779,39738,45963,46316
164,5222,5299,5110,5244
166,3913,5777,7241,7303
171,3315,5264,7235,8648
176,11839,26839,36839,37
226,34162,2439,8244,1242
235,41124,40265,46534,46914
236,40779,39738,45963,46316
243,182977,177015,167171,117535
244,57176,51264,56534,0
245,16051,10999,11246,1066
246,41124,40265,46534,46914
248,141853,136750,120637,70620
253,3913,5777,7241,7303
3,11183,11183,11183,11183
11,22423,22460,21759,21822
14,8457,8429,7804,7594
15,6019,6019,6019,6019
32,3828,3036,11029,10586
33,6019,6019,6019,6019
35,7963,5318,4729,4580
39,3232,2811,6470,6157
43,5999,7160,4056,6779
44,7061,8221,5018,7528
49,8813,10522,7143,9820
81,33802,33749,32772,33136
101,13962,13158,12750,11359
111,2600,7992,900,1600
116,7394,7368,6842,6845
118,7394,8048,10807,6845
119,2600,7992,900,1600
123,10479,10550,10771,10965
128,5436,6412,5653,5021
147,21321,19207,16828,16075
151,7963,5318,4729,4580
166,2558,2849,10584,10615
210,3828,3036,11029,10586
213,3232,2811,6470,6157
235,7963,5318,4729,4580
236,7963,5318,4729,4580
243,24333,24031,22814,21394
244,7963,5998,8694,4580
245,14455,16269,15825,14373
246,7964,5318,4730,4581
247,5437,4869,9578,9493
248,16369,18713,18085,16813
249,22867,21646,19268,18612
250,7557,8191,10942,6994
253,2558,2849,10584,10615
3,2969,2969,15868,41408
7,7152,18851,24271,24315
10,9712,11733,25040,22469
15,4443,4443,8620,18103
16,11432,25040,22468,16441
32,31160,50216,10348,23744
33,4443,4443,8620,18103
35,12843,13312,31526,67227
36,0,0,17125,35085
68,11733,25040,22469,16441
88,3889,6026,5042,6488
90,6304,9010,9512,12033
104,7152,18851,24271,24315
105,7152,18851,24271,24315
110,0,0,17125,35085
127,0,0,17125,35085
139,2415,2984,4470,5545
151,9401,9952,28086,63959
166,3090,3551,4973,6057
222,3815,4303,5546,6166
226,8810,1997,0,0
235,12843,13312,31526,67227
236,9401,9952,28086,63959
243,101105,142344,149563,196660
246,12843,13312,31526,67227
248,88263,129031,118037,129433
253,3090,3551,4973,6057
258,7152,0,0,0
10,1003,6415,8298,6293
11,2752,4120,5650,6778
16,6415,8181,5906,1708
17,6415,8402,5992,1766
20,6194,8181,5906,1708
32,11197,16852,17777,12835
35,10167,15507,15962,15898
39,6550,9168,8941,7924
41,9209,11311,8945,8690
49,7140,7365,6439,5696
64,2469,5446,3233,2034
68,6250,8298,6293,6221
73,6905,6905,6905,6905
81,15691,19417,23409,25491
82,4932,9740,7646,6958
101,18075,21642,24513,26170
111,3010,1438,2980,11527
112,8892,9617,10686,10730
117,3778,1935,4029,6110
118,3879,2294,4580,6884
119,3010,1438,2980,11527
128,1493,0,2646,8564
147,12931,15935,18494,19670
151,10167,14999,15014,14950
161,2487,5459,3242,2015
164,3238,4978,5481,6081
166,11481,18908,16587,14882
210,11084,16736,17772,12844
213,6550,9168,8941,7924
235,10167,15507,15962,15898
236,10167,14999,15014,14950
243,22466,28137,29386,30832
244,13945,17442,19991,22008
245,8141,6721,9314,11200
246,11003,17962,18082,18000
247,9788,14146,14423,14005
248,11462,10175,11304,12831
249,13257,16826,20441,22141
250,4322,2810,4865,7135
253,11481,18908,16587,14882
0,19326,27128,53724,101334
3,173162,176433,176433,176433
5,8551,8052,10955,11537
7,1981716,3035391,3216383,3098364
10,1445657,1999217,1936317,2748895
11,113937,127928,169748,192526
15,116667,116667,116667,116667
16,1872816,1962999,2778486,2493962
20,262251,239485,272128,264317
32,5226881,5718968,6609769,5012952
33,116667,116667,116667,116667
35,1893785,2046866,2296788,2608528
38,28285,37990,31217,44386
53,39337,35696,45136,45669
54,30786,27644,34182,34132
55,15705,10188,21268,0
58,167995,280282,411706,550601
68,1999217,1936317,2748895,2438017
70,434577,500272,461661,593531
73,301155,301403,347167,347167
75,105401,140837,133539,138776
77,123229,130571,140582,143429
78,0,7875,7875,7875
79,45454,51118,50936,58746
81,643225,675033,779699,823150
87,23455,25504,27778,30608
88,282737,205047,205106,307338
90,822363,836099,967555,1143888
101,2782178,2980734,3359568,3941141
104,2693139,3871584,4120175,4037313
105,2715639,3895908,4147065,4055587
111,461862,269630,263139,839674
112,356774,357030,413569,414177
118,895376,944331,1071461,1342563
119,461862,269630,263139,839674
121,22500,24324,26890,18274
123,136518,140703,152078,156463
124,153212,174247,225667,266422
130,167995,280282,411706,550601
131,167995,280282,411706,550601
132,183989,305511,449524,600519
135,167995,280282,411706,550601
136,167995,280282,411706,550601
137,183989,305511,449524,600519
139,539626,631052,762449,836550
142,47253,27614,93389,365619
143,47253,27614,93389,365619
147,483068,491448,565406,579777
151,1848330,1995749,2245852,2549782
162,167920,281550,412480,550474
164,430461,468483,507413,506246
166,870925,989192,1147720,1232355
171,384455,253986,258030,371135
179,45454,43243,43061,50871
185,20801,26143,14475,7949
186,36815,26793,46389,44308
187,7710,11381,13087,15598
192,76733,83590,137470,174519
200,38052,35440,30604,31563
201,243924,383584,563777,746849
211,462029,449460,536619,504964
214,39337,35696,45136,45669
215,10003,9318,8975,8138
222,1141765,1372077,1616062,1919235
226,148723,0,101658,300528
228,5653,0,39,2427
229,13927,14380,20770,23031
230,137155,144951,161352,166459
235,1893785,2046866,2296788,2608528
236,1848330,1995749,2245852,2549782
238,59935,78073,114254,146330
243,15419646,17256111,19925447,21742194
244,2782178,2980734,3359568,3941141
245,895376,944331,1071461,1342563
246,2046997,2221113,2522455,2874950
248,13372649,15034998,17402992,18867245
253,870925,989192,1147720,1232355
254,20592,29669,37357,28877
0,1791,2673,5876,3538
1,2975,4367,5070,3499
15,5796,5796,5796,5796
32,25937,31322,47600,40018
33,5796,5796,5796,5796
35,1197,3007,6763,8236
39,23930,30121,42331,35458
41,5734,8440,14297,13210
49,4977,6010,8213,6971
80,2976,4368,5074,3502
82,2045,2975,5972,3141
101,4048,5869,8569,11072
151,1012,2843,6619,8113
166,25974,33096,48303,38599
192,2020,3371,6250,3914
210,25937,31322,47600,40018
213,23930,30121,42331,35458
235,1197,3007,6763,8236
236,1012,2843,6619,8113
243,7063,9771,15551,15512
244,1971,3668,7256,8446
246,1270,3067,6813,8292
247,25498,31685,43964,37217
248,5793,6705,8739,7221
253,25974,33096,48303,38599
262,756,2430,6084,6239
0,8194,8563,7407,0
1,33798,33592,35061,0
3,18014,18014,18014,0
7,11256,9799,8254,0
10,8258,9049,13650,0
11,46953,47782,48778,0
15,16584,16584,16584,0
16,9049,13650,13769,0
17,11014,15477,15752,0
19,5412,5989,6806,9898
20,9049,13650,6963,10073
23,32909,40285,31296,0
32,118853,139865,121878,0
33,16584,16584,16584,0
35,122357,134446,149358,0
36,5551,0,0,0
38,37570,44301,42887,0
39,61853,73934,64148,0
41,98592,105802,109399,0
43,35957,59755,37763,0
44,36422,60035,38056,0
49,52759,75245,49792,0
58,9127,13891,11774,0
63,29848,37247,30958,0
64,33306,41523,35861,0
68,9049,13650,13769,0
72,35768,37717,40855,0
74,4768,24012,8650,0
77,8858,8623,6367,0
78,38028,38032,38032,0
79,50034,54160,58242,0
80,34892,34794,36323,0
81,252649,266099,283472,0
82,58788,65833,58187,0
88,7605,6679,5367,0
89,7605,6679,5367,0
100,35768,37717,40855,0
101,215307,216820,225833,0
103,98,1018,8335,0
104,11256,9799,8254,0
107,1860,7620,7498,0
110,5551,0,0,0
111,17782,19956,38179,0
112,8938,10569,10420,0
117,56993,22619,38712,0
118,57275,22884,38955,0
119,17782,19956,38179,0
121,1860,7620,7498,0
123,39608,41111,53982,0
124,85486,104335,117132,0
128,83901,68724,62706,0
130,9127,13891,11774,0
131,9127,13891,11774,0
132,18010,24511,20609,0
135,9127,13891,11774,0
136,9127,13891,11774,0
137,18010,24511,20609,0
145,6615,0,0,0
147,143032,142540,146455,0
151,72322,80286,91116,0
157,6481,6341,6953,0
160,9159,11590,11816,0
161,33335,41476,35815,0
162,9151,13854,11736,0
164,26098,26975,25345,0
165,32689,38858,32843,0
166,120641,139766,122335,0
179,12006,16128,20209,0
186,5082,4472,3021,0
187,119581,122336,127406,0
188,2878,6052,4944,0
192,14493,13953,11224,0
200,13804,11579,12068,0
201,22243,30568,25590,0
210,118853,139865,121878,0
213,61853,73934,64148,0
222,96676,110425,122189,0
230,11886,12570,10364,0
235,122357,134446,149358,0
236,72322,80286,91116,0
238,4233,6057,4982,0
243,322616,341082,359122,0
244,179350,157065,188070,0
245,93697,82918,77010,0
246,207843,238781,266489,0
247,87952,100908,89492,0
248,114772,102300,92633,0
249,224024,235279,249723,0
250,62014,27056,42841,0
253,120641,139766,122335,0
262,45833,30558,59607,0
3,110,5830,13449,13449
10,13264,7904,14259,11227
16,7924,14278,11247,12071
32,12503,14955,6704,5638
35,15094,22416,30768,31220
36,0,6214,8285,0
68,7904,14259,11227,12051
73,6664,7207,6969,6969
81,9022,8889,8700,8697
90,6338,5187,5276,5322
101,0,22961,31184,31528
110,0,6214,8285,0
112,7381,7234,7116,7116
127,0,6183,8234,0
141,1294,12701,22305,0
147,8156,8188,7996,7888
151,15027,22367,30637,31045
222,5773,6289,6627,7045
226,2516,12701,22305,0
235,15094,22416,30768,31220
236,15027,22367,30637,31045
243,76375,86643,82113,79916
244,0,22961,31184,31528
246,15094,22416,30768,31220
248,61281,64227,51345,48696
0,4333,4054,5912,6660
1,9214,10047,7367,6694
7,9927,9928,10894,9927
11,4954,4967,5212,5451
15,142350,143839,148457,236760
16,830,1545,1966,8655
17,84450,95989,122846,14620
19,42,2,106,5404
32,25390,24735,35365,40942
33,142350,143839,148457,236760
35,14469,12646,14325,21779
36,0,0,0,8750
39,22090,19719,29105,28761
41,106014,119663,142958,39439
43,19579,20718,18862,21447
44,19593,20752,18904,21523
49,118625,133289,153348,39566
68,830,1545,1966,8655
72,2491,2979,3472,5940
80,9214,10193,8694,8173
81,19371,40519,39665,41329
82,2459,4216,7162,8834
100,5111,6386,5534,10140
101,35866,34891,34655,43441
104,9927,9928,10894,9927
106,9927,0,0,0
110,0,0,0,8750
111,4059,4674,7337,10708
123,27990,28220,27489,28446
127,0,0,0,8750
128,20567,20700,18363,13007
147,19371,18088,16790,17899
151,14469,12553,14232,21696
164,5811,3902,8001,5672
166,24549,23935,36267,37595
176,94410,92921,88303,0
181,9927,0,0,0
187,18819,1570,1709,1907
188,5158,5130,3976,3800
189,83619,94444,120879,5965
192,7458,8401,10098,9379
210,25390,24735,35365,40942
213,22090,19719,29105,28761
232,4059,4627,7337,10708
235,14469,12646,14325,21779
236,14469,12553,14232,21696
243,139802,152187,174628,71016
244,16286,14174,15792,21994
245,21431,22298,20393,21846
246,14464,12948,15262,26607
247,27901,23621,37106,34433
248,125338,139239,159366,44409
249,33788,32524,31670,31577
250,6713,5949,6018,4843
253,24549,23935,36267,37595
0,5578,2362,1885,2796
3,70334,70334,70334,70683
7,568477,648699,564706,621409
10,324584,280389,470162,320517
11,26682,29620,29643,29835
15,16123,16123,16123,16123
16,280762,470397,320745,243819
20,47773,45482,54394,39284
32,527130,608149,304197,503665
33,16123,16123,16123,16123
35,410389,433771,451919,491925
38,7950,3869,3815,1856
55,7384,2947,7012,5401
58,20124,41003,50418,64742
68,280389,470162,320517,244832
70,82913,58268,85381,178195
73,35156,34227,41800,41812
75,8593,9992,7428,6303
77,23291,23348,24408,23956
79,17652,20332,20768,20747
81,94274,92739,97444,95633
88,82326,57741,56381,89536
90,207031,188630,191142,223060
101,500267,526872,516505,579344
104,664983,716058,659780,808095
105,665019,716094,659817,808131
111,15335,17084,34423,56835
112,30243,30506,35920,36027
118,92123,97237,67048,88312
119,15335,17084,34423,56835
123,28603,28041,27361,27617
130,20124,41003,50418,64742
131,20124,41003,50418,64742
132,20113,40986,50968,65514
135,20124,41003,50418,64742
136,20124,41003,50418,64742
137,20113,40986,50968,65514
139,124705,130889,134761,133524
147,69897,66228,70477,67747
151,392737,413439,431151,471179
162,20413,41339,52296,65922
